Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 2, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 2,097,152
  lm_head                 : 2,097,152
  transformer_matrices    : 1,310,784
  scalars                 : 4
  total                   : 7,602,244
Estimated FLOPs per token: 3.303053e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.010973 | lrm: 1.00 | dt: 2547ms | tok/sec: 12,865 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.931500 | lrm: 1.00 | dt: 858ms | tok/sec: 38,211 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.678578 | lrm: 1.00 | dt: 846ms | tok/sec: 38,710 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.347217 | lrm: 1.00 | dt: 846ms | tok/sec: 38,719 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.046802 | lrm: 1.00 | dt: 827ms | tok/sec: 39,626 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.779203 | lrm: 1.00 | dt: 901ms | tok/sec: 36,351 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.558963 | lrm: 1.00 | dt: 832ms | tok/sec: 39,378 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.374816 | lrm: 1.00 | dt: 894ms | tok/sec: 36,632 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.209807 | lrm: 1.00 | dt: 812ms | tok/sec: 40,345 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.069072 | lrm: 1.00 | dt: 901ms | tok/sec: 36,370 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.945954 | lrm: 1.00 | dt: 819ms | tok/sec: 40,017 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.833901 | lrm: 1.00 | dt: 831ms | tok/sec: 39,417 | mfu: 0.1% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 6.739556 | lrm: 1.00 | dt: 800ms | tok/sec: 40,963 | mfu: 0.1% | epoch: 1 | remaining: 298s    
step 00013 (0.5%) | loss: 6.647848 | lrm: 1.00 | dt: 916ms | tok/sec: 35,766 | mfu: 0.1% | epoch: 1 | remaining: 297s    
step 00014 (0.8%) | loss: 6.562908 | lrm: 1.00 | dt: 803ms | tok/sec: 40,793 | mfu: 0.1% | epoch: 1 | remaining: 297s    
step 00015 (1.1%) | loss: 6.496188 | lrm: 1.00 | dt: 803ms | tok/sec: 40,812 | mfu: 0.1% | epoch: 1 | remaining: 296s    
step 00016 (1.4%) | loss: 6.426395 | lrm: 1.00 | dt: 803ms | tok/sec: 40,788 | mfu: 0.1% | epoch: 1 | remaining: 295s    
step 00017 (1.7%) | loss: 6.366783 | lrm: 1.00 | dt: 926ms | tok/sec: 35,403 | mfu: 0.1% | epoch: 1 | remaining: 294s    
step 00152 (39.7%) | loss: 4.852539 | lrm: 1.00 | dt: 1012ms | tok/sec: 32,364 | mfu: 0.1% | epoch: 1 | remaining: 180s    
step 00153 (40.1%) | loss: 4.848664 | lrm: 1.00 | dt: 1002ms | tok/sec: 32,712 | mfu: 0.1% | epoch: 1 | remaining: 179s    
step 00154 (40.4%) | loss: 4.844464 | lrm: 1.00 | dt: 925ms | tok/sec: 35,430 | mfu: 0.1% | epoch: 1 | remaining: 178s    
step 00155 (40.7%) | loss: 4.846595 | lrm: 1.00 | dt: 829ms | tok/sec: 39,512 | mfu: 0.1% | epoch: 1 | remaining: 177s    
step 00156 (41.0%) | loss: 4.846800 | lrm: 1.00 | dt: 810ms | tok/sec: 40,470 | mfu: 0.1% | epoch: 1 | remaining: 176s    
step 00157 (41.2%) | loss: 4.844955 | lrm: 1.00 | dt: 807ms | tok/sec: 40,591 | mfu: 0.1% | epoch: 1 | remaining: 175s    
step 00158 (41.5%) | loss: 4.834320 | lrm: 1.00 | dt: 812ms | tok/sec: 40,363 | mfu: 0.1% | epoch: 1 | remaining: 175s    
step 00159 (41.8%) | loss: 4.828881 | lrm: 1.00 | dt: 813ms | tok/sec: 40,312 | mfu: 0.1% | epoch: 1 | remaining: 174s    
step 00160 (42.1%) | loss: 4.817793 | lrm: 1.00 | dt: 808ms | tok/sec: 40,534 | mfu: 0.1% | epoch: 1 | remaining: 173s    
step 00161 (42.3%) | loss: 4.825141 | lrm: 1.00 | dt: 917ms | tok/sec: 35,752 | mfu: 0.1% | epoch: 1 | remaining: 172s    
step 00162 (42.6%) | loss: 4.820732 | lrm: 1.00 | dt: 804ms | tok/sec: 40,768 | mfu: 0.1% | epoch: 1 | remaining: 171s    
step 00163 (42.9%) | loss: 4.811422 | lrm: 1.00 | dt: 945ms | tok/sec: 34,683 | mfu: 0.1% | epoch: 1 | remaining: 170s    
step 00164 (43.2%) | loss: 4.806914 | lrm: 1.00 | dt: 802ms | tok/sec: 40,878 | mfu: 0.1% | epoch: 1 | remaining: 170s    
step 00165 (43.5%) | loss: 4.798616 | lrm: 1.00 | dt: 808ms | tok/sec: 40,555 | mfu: 0.1% | epoch: 1 | remaining: 169s    
step 00166 (43.8%) | loss: 4.792590 | lrm: 1.00 | dt: 916ms | tok/sec: 35,777 | mfu: 0.1% | epoch: 1 | remaining: 168s    
step 00167 (44.1%) | loss: 4.797432 | lrm: 1.00 | dt: 887ms | tok/sec: 36,924 | mfu: 0.1% | epoch: 1 | remaining: 167s    
step 00168 (44.4%) | loss: 4.805219 | lrm: 1.00 | dt: 946ms | tok/sec: 34,621 | mfu: 0.1% | epoch: 1 | remaining: 166s    
step 00169 (44.7%) | loss: 4.794834 | lrm: 1.00 | dt: 942ms | tok/sec: 34,769 | mfu: 0.1% | epoch: 1 | remaining: 165s    
step 00170 (45.0%) | loss: 4.792560 | lrm: 1.00 | dt: 816ms | tok/sec: 40,139 | mfu: 0.1% | epoch: 1 | remaining: 164s    
step 00171 (45.3%) | loss: 4.790201 | lrm: 1.00 | dt: 945ms | tok/sec: 34,670 | mfu: 0.1% | epoch: 1 | remaining: 163s    
step 00172 (45.6%) | loss: 4.790860 | lrm: 1.00 | dt: 857ms | tok/sec: 38,214 | mfu: 0.1% | epoch: 1 | remaining: 162s    
step 00173 (45.9%) | loss: 4.783016 | lrm: 1.00 | dt: 905ms | tok/sec: 36,223 | mfu: 0.1% | epoch: 1 | remaining: 162s    
step 00174 (46.2%) | loss: 4.773943 | lrm: 1.00 | dt: 835ms | tok/sec: 39,228 | mfu: 0.1% | epoch: 1 | remaining: 161s    
step 00175 (46.4%) | loss: 4.767162 | lrm: 1.00 | dt: 915ms | tok/sec: 35,813 | mfu: 0.1% | epoch: 1 | remaining: 160s    
step 00176 (46.7%) | loss: 4.763097 | lrm: 1.00 | dt: 809ms | tok/sec: 40,528 | mfu: 0.1% | epoch: 1 | remaining: 159s    
step 00177 (47.0%) | loss: 4.764568 | lrm: 1.00 | dt: 807ms | tok/sec: 40,587 | mfu: 0.1% | epoch: 1 | remaining: 158s    
step 00178 (47.3%) | loss: 4.764883 | lrm: 1.00 | dt: 911ms | tok/sec: 35,957 | mfu: 0.1% | epoch: 1 | remaining: 157s    
step 00179 (47.6%) | loss: 4.758232 | lrm: 1.00 | dt: 827ms | tok/sec: 39,611 | mfu: 0.1% | epoch: 1 | remaining: 156s    
step 00180 (47.9%) | loss: 4.762995 | lrm: 1.00 | dt: 930ms | tok/sec: 35,226 | mfu: 0.1% | epoch: 1 | remaining: 155s    
step 00181 (48.2%) | loss: 4.757693 | lrm: 1.00 | dt: 814ms | tok/sec: 40,278 | mfu: 0.1% | epoch: 1 | remaining: 155s    
step 00182 (48.4%) | loss: 4.759180 | lrm: 1.00 | dt: 925ms | tok/sec: 35,437 | mfu: 0.1% | epoch: 1 | remaining: 154s    
step 00183 (48.7%) | loss: 4.759596 | lrm: 1.00 | dt: 900ms | tok/sec: 36,397 | mfu: 0.1% | epoch: 1 | remaining: 153s    
step 00184 (49.0%) | loss: 4.769307 | lrm: 1.00 | dt: 1035ms | tok/sec: 31,656 | mfu: 0.1% | epoch: 1 | remaining: 152s    
step 00185 (49.4%) | loss: 4.766699 | lrm: 1.00 | dt: 1004ms | tok/sec: 32,628 | mfu: 0.1% | epoch: 1 | remaining: 151s    
step 00186 (49.7%) | loss: 4.764912 | lrm: 1.00 | dt: 987ms | tok/sec: 33,208 | mfu: 0.1% | epoch: 1 | remaining: 150s    
step 00187 (50.1%) | loss: 4.761494 | lrm: 1.00 | dt: 944ms | tok/sec: 34,693 | mfu: 0.1% | epoch: 1 | remaining: 149s    
step 00188 (50.4%) | loss: 4.755288 | lrm: 1.00 | dt: 939ms | tok/sec: 34,884 | mfu: 0.1% | epoch: 1 | remaining: 148s    
step 00189 (50.7%) | loss: 4.752183 | lrm: 1.00 | dt: 844ms | tok/sec: 38,833 | mfu: 0.1% | epoch: 1 | remaining: 147s    
step 00190 (51.0%) | loss: 4.750629 | lrm: 1.00 | dt: 909ms | tok/sec: 36,060 | mfu: 0.1% | epoch: 1 | remaining: 146s    
step 00191 (51.3%) | loss: 4.748142 | lrm: 1.00 | dt: 858ms | tok/sec: 38,181 | mfu: 0.1% | epoch: 1 | remaining: 145s    
step 00192 (51.6%) | loss: 4.741290 | lrm: 1.00 | dt: 942ms | tok/sec: 34,775 | mfu: 0.1% | epoch: 1 | remaining: 144s    
step 00193 (51.9%) | loss: 4.741427 | lrm: 1.00 | dt: 877ms | tok/sec: 37,354 | mfu: 0.1% | epoch: 1 | remaining: 144s    
step 00194 (52.2%) | loss: 4.735808 | lrm: 1.00 | dt: 942ms | tok/sec: 34,799 | mfu: 0.1% | epoch: 1 | remaining: 143s    
step 00195 (52.5%) | loss: 4.742453 | lrm: 1.00 | dt: 826ms | tok/sec: 39,688 | mfu: 0.1% | epoch: 1 | remaining: 142s    
step 00196 (52.8%) | loss: 4.731998 | lrm: 1.00 | dt: 891ms | tok/sec: 36,790 | mfu: 0.1% | epoch: 1 | remaining: 141s    
step 00197 (53.0%) | loss: 4.726203 | lrm: 1.00 | dt: 879ms | tok/sec: 37,279 | mfu: 0.1% | epoch: 1 | remaining: 140s    
step 00198 (53.3%) | loss: 4.728396 | lrm: 1.00 | dt: 897ms | tok/sec: 36,548 | mfu: 0.1% | epoch: 1 | remaining: 139s    
step 00199 (53.6%) | loss: 4.735967 | lrm: 1.00 | dt: 844ms | tok/sec: 38,808 | mfu: 0.1% | epoch: 1 | remaining: 138s    
step 00200 (53.9%) | loss: 4.730720 | lrm: 1.00 | dt: 890ms | tok/sec: 36,805 | mfu: 0.1% | epoch: 1 | remaining: 137s    
step 00201 (54.2%) | loss: 4.723466 | lrm: 1.00 | dt: 832ms | tok/sec: 39,369 | mfu: 0.1% | epoch: 1 | remaining: 137s    
step 00202 (54.5%) | loss: 4.715822 | lrm: 1.00 | dt: 874ms | tok/sec: 37,471 | mfu: 0.1% | epoch: 1 | remaining: 136s    
step 00203 (54.8%) | loss: 4.719397 | lrm: 1.00 | dt: 857ms | tok/sec: 38,246 | mfu: 0.1% | epoch: 1 | remaining: 135s    
step 00204 (55.1%) | loss: 4.719136 | lrm: 1.00 | dt: 947ms | tok/sec: 34,616 | mfu: 0.1% | epoch: 1 | remaining: 134s    
step 00205 (55.4%) | loss: 4.715728 | lrm: 1.00 | dt: 809ms | tok/sec: 40,498 | mfu: 0.1% | epoch: 1 | remaining: 133s    
step 00206 (55.7%) | loss: 4.711747 | lrm: 1.00 | dt: 806ms | tok/sec: 40,644 | mfu: 0.1% | epoch: 1 | remaining: 132s    
step 00207 (55.9%) | loss: 4.696704 | lrm: 1.00 | dt: 811ms | tok/sec: 40,417 | mfu: 0.1% | epoch: 1 | remaining: 131s    
step 00208 (56.2%) | loss: 4.676712 | lrm: 1.00 | dt: 956ms | tok/sec: 34,272 | mfu: 0.1% | epoch: 1 | remaining: 130s    
step 00209 (56.5%) | loss: 4.689696 | lrm: 1.00 | dt: 914ms | tok/sec: 35,844 | mfu: 0.1% | epoch: 1 | remaining: 130s    
step 00210 (56.8%) | loss: 4.682150 | lrm: 1.00 | dt: 810ms | tok/sec: 40,469 | mfu: 0.1% | epoch: 1 | remaining: 129s    
step 00211 (57.1%) | loss: 4.669482 | lrm: 1.00 | dt: 805ms | tok/sec: 40,708 | mfu: 0.1% | epoch: 1 | remaining: 128s    
step 00212 (57.4%) | loss: 4.676606 | lrm: 1.00 | dt: 879ms | tok/sec: 37,296 | mfu: 0.1% | epoch: 1 | remaining: 127s    
step 00213 (57.7%) | loss: 4.675918 | lrm: 1.00 | dt: 1029ms | tok/sec: 31,839 | mfu: 0.1% | epoch: 1 | remaining: 126s    
step 00214 (58.0%) | loss: 4.683548 | lrm: 1.00 | dt: 912ms | tok/sec: 35,916 | mfu: 0.1% | epoch: 1 | remaining: 125s    
step 00215 (58.3%) | loss: 4.680019 | lrm: 1.00 | dt: 942ms | tok/sec: 34,803 | mfu: 0.1% | epoch: 1 | remaining: 124s    
step 00216 (58.6%) | loss: 4.675681 | lrm: 1.00 | dt: 852ms | tok/sec: 38,481 | mfu: 0.1% | epoch: 1 | remaining: 123s    
step 00217 (58.9%) | loss: 4.672337 | lrm: 1.00 | dt: 941ms | tok/sec: 34,812 | mfu: 0.1% | epoch: 1 | remaining: 122s    
step 00218 (59.2%) | loss: 4.673251 | lrm: 1.00 | dt: 819ms | tok/sec: 39,997 | mfu: 0.1% | epoch: 1 | remaining: 122s    
step 00219 (59.5%) | loss: 4.665185 | lrm: 1.00 | dt: 817ms | tok/sec: 40,096 | mfu: 0.1% | epoch: 1 | remaining: 121s    
step 00220 (59.8%) | loss: 4.664001 | lrm: 1.00 | dt: 829ms | tok/sec: 39,526 | mfu: 0.1% | epoch: 1 | remaining: 120s    
step 00221 (60.0%) | loss: 4.661479 | lrm: 1.00 | dt: 833ms | tok/sec: 39,348 | mfu: 0.1% | epoch: 1 | remaining: 119s    
step 00222 (60.3%) | loss: 4.653923 | lrm: 1.00 | dt: 811ms | tok/sec: 40,397 | mfu: 0.1% | epoch: 1 | remaining: 118s    
step 00223 (60.6%) | loss: 4.647546 | lrm: 1.00 | dt: 833ms | tok/sec: 39,359 | mfu: 0.1% | epoch: 1 | remaining: 117s    
step 00224 (60.9%) | loss: 4.640830 | lrm: 1.00 | dt: 809ms | tok/sec: 40,510 | mfu: 0.1% | epoch: 1 | remaining: 117s    
step 00225 (61.1%) | loss: 4.635311 | lrm: 1.00 | dt: 807ms | tok/sec: 40,608 | mfu: 0.1% | epoch: 1 | remaining: 116s    
step 00226 (61.4%) | loss: 4.632281 | lrm: 1.00 | dt: 812ms | tok/sec: 40,339 | mfu: 0.1% | epoch: 1 | remaining: 115s    
step 00227 (61.7%) | loss: 4.632012 | lrm: 1.00 | dt: 810ms | tok/sec: 40,475 | mfu: 0.1% | epoch: 1 | remaining: 114s    
step 00228 (61.9%) | loss: 4.634561 | lrm: 1.00 | dt: 805ms | tok/sec: 40,728 | mfu: 0.1% | epoch: 1 | remaining: 113s    
step 00229 (62.2%) | loss: 4.636631 | lrm: 1.00 | dt: 809ms | tok/sec: 40,488 | mfu: 0.1% | epoch: 1 | remaining: 113s    
step 00230 (62.5%) | loss: 4.633258 | lrm: 1.00 | dt: 813ms | tok/sec: 40,319 | mfu: 0.1% | epoch: 1 | remaining: 112s    
step 00231 (62.7%) | loss: 4.626109 | lrm: 1.00 | dt: 815ms | tok/sec: 40,182 | mfu: 0.1% | epoch: 1 | remaining: 111s    
step 00232 (63.0%) | loss: 4.637454 | lrm: 1.00 | dt: 833ms | tok/sec: 39,335 | mfu: 0.1% | epoch: 1 | remaining: 110s    
step 00233 (63.3%) | loss: 4.631841 | lrm: 1.00 | dt: 840ms | tok/sec: 39,003 | mfu: 0.1% | epoch: 1 | remaining: 109s    
step 00234 (63.6%) | loss: 4.638806 | lrm: 1.00 | dt: 985ms | tok/sec: 33,282 | mfu: 0.1% | epoch: 1 | remaining: 108s    
step 00235 (63.9%) | loss: 4.628297 | lrm: 1.00 | dt: 954ms | tok/sec: 34,333 | mfu: 0.1% | epoch: 1 | remaining: 107s    
step 00236 (64.2%) | loss: 4.616048 | lrm: 1.00 | dt: 879ms | tok/sec: 37,276 | mfu: 0.1% | epoch: 1 | remaining: 106s    
step 00237 (64.5%) | loss: 4.605202 | lrm: 1.00 | dt: 940ms | tok/sec: 34,857 | mfu: 0.1% | epoch: 1 | remaining: 106s    
step 00238 (64.8%) | loss: 4.599987 | lrm: 1.00 | dt: 821ms | tok/sec: 39,936 | mfu: 0.1% | epoch: 1 | remaining: 105s    
step 00239 (65.1%) | loss: 4.595390 | lrm: 1.00 | dt: 841ms | tok/sec: 38,978 | mfu: 0.1% | epoch: 1 | remaining: 104s    
step 00240 (65.4%) | loss: 4.594965 | lrm: 0.99 | dt: 921ms | tok/sec: 35,590 | mfu: 0.1% | epoch: 1 | remaining: 103s    
step 00241 (65.7%) | loss: 4.584377 | lrm: 0.98 | dt: 948ms | tok/sec: 34,558 | mfu: 0.1% | epoch: 1 | remaining: 102s    
step 00242 (66.0%) | loss: 4.582871 | lrm: 0.97 | dt: 817ms | tok/sec: 40,096 | mfu: 0.1% | epoch: 1 | remaining: 101s    
step 00243 (66.3%) | loss: 4.573605 | lrm: 0.96 | dt: 807ms | tok/sec: 40,605 | mfu: 0.1% | epoch: 1 | remaining: 100s    
step 00244 (66.5%) | loss: 4.558212 | lrm: 0.96 | dt: 807ms | tok/sec: 40,604 | mfu: 0.1% | epoch: 1 | remaining: 100s    
step 00245 (66.8%) | loss: 4.557881 | lrm: 0.95 | dt: 806ms | tok/sec: 40,653 | mfu: 0.1% | epoch: 1 | remaining: 99s    
step 00246 (67.1%) | loss: 4.548454 | lrm: 0.94 | dt: 807ms | tok/sec: 40,579 | mfu: 0.1% | epoch: 1 | remaining: 98s    
step 00247 (67.4%) | loss: 4.544077 | lrm: 0.93 | dt: 807ms | tok/sec: 40,626 | mfu: 0.1% | epoch: 1 | remaining: 97s    
step 00248 (67.6%) | loss: 4.540923 | lrm: 0.93 | dt: 807ms | tok/sec: 40,602 | mfu: 0.1% | epoch: 1 | remaining: 96s    
step 00249 (67.9%) | loss: 4.533489 | lrm: 0.92 | dt: 902ms | tok/sec: 36,337 | mfu: 0.1% | epoch: 1 | remaining: 95s    
step 00250 (68.2%) | loss: 4.527722 | lrm: 0.91 | dt: 885ms | tok/sec: 37,012 | mfu: 0.1% | epoch: 1 | remaining: 95s    
step 00251 (68.5%) | loss: 4.529484 | lrm: 0.90 | dt: 982ms | tok/sec: 33,368 | mfu: 0.1% | epoch: 1 | remaining: 94s    
step 00252 (68.8%) | loss: 4.531432 | lrm: 0.89 | dt: 946ms | tok/sec: 34,622 | mfu: 0.1% | epoch: 1 | remaining: 93s    
step 00253 (69.1%) | loss: 4.534236 | lrm: 0.88 | dt: 970ms | tok/sec: 33,785 | mfu: 0.1% | epoch: 1 | remaining: 92s    
step 00254 (69.5%) | loss: 4.527966 | lrm: 0.87 | dt: 882ms | tok/sec: 37,148 | mfu: 0.1% | epoch: 1 | remaining: 91s    
step 00255 (69.7%) | loss: 4.520441 | lrm: 0.86 | dt: 1017ms | tok/sec: 32,208 | mfu: 0.1% | epoch: 1 | remaining: 90s    
step 00256 (70.1%) | loss: 4.515943 | lrm: 0.85 | dt: 1086ms | tok/sec: 30,176 | mfu: 0.1% | epoch: 1 | remaining: 89s    
step 00257 (70.4%) | loss: 4.509274 | lrm: 0.84 | dt: 962ms | tok/sec: 34,055 | mfu: 0.1% | epoch: 1 | remaining: 88s    
step 00258 (70.8%) | loss: 4.503172 | lrm: 0.84 | dt: 931ms | tok/sec: 35,207 | mfu: 0.1% | epoch: 1 | remaining: 87s    
step 00259 (71.1%) | loss: 4.500607 | lrm: 0.83 | dt: 1015ms | tok/sec: 32,292 | mfu: 0.1% | epoch: 1 | remaining: 86s    
step 00260 (71.4%) | loss: 4.501620 | lrm: 0.82 | dt: 1066ms | tok/sec: 30,726 | mfu: 0.1% | epoch: 1 | remaining: 85s    
step 00261 (71.8%) | loss: 4.503085 | lrm: 0.81 | dt: 963ms | tok/sec: 34,016 | mfu: 0.1% | epoch: 1 | remaining: 84s    
step 00262 (72.1%) | loss: 4.491749 | lrm: 0.80 | dt: 975ms | tok/sec: 33,596 | mfu: 0.1% | epoch: 1 | remaining: 83s    
step 00263 (72.4%) | loss: 4.481313 | lrm: 0.79 | dt: 958ms | tok/sec: 34,204 | mfu: 0.1% | epoch: 1 | remaining: 82s    
step 00264 (72.7%) | loss: 4.469861 | lrm: 0.78 | dt: 808ms | tok/sec: 40,553 | mfu: 0.1% | epoch: 1 | remaining: 81s    
step 00265 (73.0%) | loss: 4.469044 | lrm: 0.77 | dt: 927ms | tok/sec: 35,362 | mfu: 0.1% | epoch: 1 | remaining: 80s    
step 00266 (73.3%) | loss: 4.455355 | lrm: 0.76 | dt: 910ms | tok/sec: 36,007 | mfu: 0.1% | epoch: 1 | remaining: 79s    
step 00267 (73.6%) | loss: 4.449457 | lrm: 0.75 | dt: 931ms | tok/sec: 35,210 | mfu: 0.1% | epoch: 1 | remaining: 78s    
step 00268 (73.9%) | loss: 4.447070 | lrm: 0.74 | dt: 956ms | tok/sec: 34,261 | mfu: 0.1% | epoch: 1 | remaining: 77s    
step 00269 (74.2%) | loss: 4.441807 | lrm: 0.74 | dt: 815ms | tok/sec: 40,198 | mfu: 0.1% | epoch: 1 | remaining: 76s    
step 00270 (74.5%) | loss: 4.451305 | lrm: 0.73 | dt: 862ms | tok/sec: 38,003 | mfu: 0.1% | epoch: 1 | remaining: 76s    
step 00271 (74.8%) | loss: 4.439888 | lrm: 0.72 | dt: 822ms | tok/sec: 39,864 | mfu: 0.1% | epoch: 1 | remaining: 75s    
step 00272 (75.1%) | loss: 4.431610 | lrm: 0.71 | dt: 842ms | tok/sec: 38,933 | mfu: 0.1% | epoch: 1 | remaining: 74s    
step 00273 (75.4%) | loss: 4.422283 | lrm: 0.70 | dt: 1002ms | tok/sec: 32,706 | mfu: 0.1% | epoch: 1 | remaining: 73s    
step 00274 (75.7%) | loss: 4.408063 | lrm: 0.69 | dt: 936ms | tok/sec: 35,024 | mfu: 0.1% | epoch: 1 | remaining: 72s    
step 00275 (76.0%) | loss: 4.410836 | lrm: 0.69 | dt: 822ms | tok/sec: 39,871 | mfu: 0.1% | epoch: 1 | remaining: 71s    
step 00276 (76.3%) | loss: 4.404504 | lrm: 0.68 | dt: 904ms | tok/sec: 36,237 | mfu: 0.1% | epoch: 1 | remaining: 70s    
step 00277 (76.6%) | loss: 4.400562 | lrm: 0.67 | dt: 803ms | tok/sec: 40,792 | mfu: 0.1% | epoch: 1 | remaining: 69s    
step 00278 (76.9%) | loss: 4.392852 | lrm: 0.66 | dt: 802ms | tok/sec: 40,834 | mfu: 0.1% | epoch: 1 | remaining: 69s    
step 00279 (77.1%) | loss: 4.387371 | lrm: 0.65 | dt: 799ms | tok/sec: 41,014 | mfu: 0.1% | epoch: 1 | remaining: 68s    
step 00280 (77.4%) | loss: 4.386992 | lrm: 0.65 | dt: 802ms | tok/sec: 40,869 | mfu: 0.1% | epoch: 1 | remaining: 67s    
step 00281 (77.7%) | loss: 4.374322 | lrm: 0.64 | dt: 804ms | tok/sec: 40,758 | mfu: 0.1% | epoch: 1 | remaining: 66s    
step 00282 (77.9%) | loss: 4.381321 | lrm: 0.63 | dt: 801ms | tok/sec: 40,898 | mfu: 0.1% | epoch: 1 | remaining: 65s    
step 00283 (78.2%) | loss: 4.377308 | lrm: 0.62 | dt: 799ms | tok/sec: 40,987 | mfu: 0.1% | epoch: 1 | remaining: 65s    
step 00284 (78.5%) | loss: 4.375306 | lrm: 0.62 | dt: 800ms | tok/sec: 40,967 | mfu: 0.1% | epoch: 1 | remaining: 64s    
step 00285 (78.7%) | loss: 4.356219 | lrm: 0.61 | dt: 949ms | tok/sec: 34,524 | mfu: 0.1% | epoch: 1 | remaining: 63s    
step 00286 (79.0%) | loss: 4.356780 | lrm: 0.60 | dt: 812ms | tok/sec: 40,379 | mfu: 0.1% | epoch: 1 | remaining: 62s    
step 00287 (79.3%) | loss: 4.336089 | lrm: 0.59 | dt: 801ms | tok/sec: 40,889 | mfu: 0.1% | epoch: 1 | remaining: 61s    
step 00288 (79.6%) | loss: 4.336978 | lrm: 0.58 | dt: 918ms | tok/sec: 35,688 | mfu: 0.1% | epoch: 1 | remaining: 60s    
step 00289 (79.9%) | loss: 4.335032 | lrm: 0.57 | dt: 805ms | tok/sec: 40,701 | mfu: 0.1% | epoch: 1 | remaining: 60s    
step 00290 (80.1%) | loss: 4.333924 | lrm: 0.57 | dt: 803ms | tok/sec: 40,801 | mfu: 0.1% | epoch: 1 | remaining: 59s    
step 00291 (80.4%) | loss: 4.326618 | lrm: 0.56 | dt: 807ms | tok/sec: 40,591 | mfu: 0.1% | epoch: 1 | remaining: 58s    
step 00292 (80.7%) | loss: 4.320287 | lrm: 0.55 | dt: 937ms | tok/sec: 34,970 | mfu: 0.1% | epoch: 1 | remaining: 57s    
step 00293 (81.0%) | loss: 4.310182 | lrm: 0.54 | dt: 942ms | tok/sec: 34,780 | mfu: 0.1% | epoch: 1 | remaining: 56s    
step 00294 (81.3%) | loss: 4.306454 | lrm: 0.53 | dt: 808ms | tok/sec: 40,557 | mfu: 0.1% | epoch: 1 | remaining: 55s    
step 00295 (81.6%) | loss: 4.307970 | lrm: 0.53 | dt: 915ms | tok/sec: 35,794 | mfu: 0.1% | epoch: 1 | remaining: 54s    
step 00296 (81.9%) | loss: 4.303308 | lrm: 0.52 | dt: 805ms | tok/sec: 40,729 | mfu: 0.1% | epoch: 1 | remaining: 54s    
step 00297 (82.2%) | loss: 4.309848 | lrm: 0.51 | dt: 805ms | tok/sec: 40,723 | mfu: 0.1% | epoch: 1 | remaining: 53s    
step 00298 (82.4%) | loss: 4.306011 | lrm: 0.50 | dt: 800ms | tok/sec: 40,947 | mfu: 0.1% | epoch: 1 | remaining: 52s    
step 00299 (82.7%) | loss: 4.308281 | lrm: 0.49 | dt: 801ms | tok/sec: 40,914 | mfu: 0.1% | epoch: 1 | remaining: 51s    
step 00300 (83.0%) | loss: 4.303887 | lrm: 0.49 | dt: 803ms | tok/sec: 40,802 | mfu: 0.1% | epoch: 1 | remaining: 50s    
step 00301 (83.2%) | loss: 4.292835 | lrm: 0.48 | dt: 803ms | tok/sec: 40,803 | mfu: 0.1% | epoch: 1 | remaining: 50s    
step 00302 (83.5%) | loss: 4.294021 | lrm: 0.47 | dt: 804ms | tok/sec: 40,738 | mfu: 0.1% | epoch: 1 | remaining: 49s    
step 00303 (83.8%) | loss: 4.295754 | lrm: 0.46 | dt: 816ms | tok/sec: 40,163 | mfu: 0.1% | epoch: 1 | remaining: 48s    
step 00304 (84.0%) | loss: 4.290154 | lrm: 0.46 | dt: 968ms | tok/sec: 33,867 | mfu: 0.1% | epoch: 1 | remaining: 47s    
step 00305 (84.4%) | loss: 4.282614 | lrm: 0.45 | dt: 914ms | tok/sec: 35,844 | mfu: 0.1% | epoch: 1 | remaining: 46s    
step 00306 (84.7%) | loss: 4.280574 | lrm: 0.44 | dt: 802ms | tok/sec: 40,880 | mfu: 0.1% | epoch: 1 | remaining: 45s    
